Pressure (mbar),Distance (mm),Load(kg)
0.0, 0.0, 12.436289500509686
100.0,6.666666666666667,12.470268433571187
200.0,6.0,12.53822629969419
300.0,7.0,12.810057764186203
400.0,9.0,12.776078831124702
500.0,12.0,12.878015630309207
600.0,14.0,12.878015630309207
700.0,17.0,12.810057764186203
800.0,20.666666666666668,12.844036697247708
900.0,24.666666666666668,12.810057764186203
1000.0,28.666666666666668,12.776078831124702
1100.0,33.666666666666664,12.7420998980632
1200.0,39.0,12.844036697247708
1300.0,45.0,12.810057764186205
1400.0,51.666666666666664,12.878015630309207
1500.0,59.666666666666664,12.844036697247708
1600.0,67.66666666666667,12.810057764186203
1700.0,76.0,12.810057764186203
1800.0,85.0,12.878015630309207
1900.0,93.66666666666667,12.945973496432211
2000.0,102.33333333333333,12.844036697247708
2100.0,110.66666666666667,12.844036697247708
2200.0,119.0,12.844036697247708
2300.0,127.0,12.776078831124702
2400.0,134.66666666666666,12.945973496432211
2500.0,141.66666666666666,12.911994563370712
2600.0,148.66666666666666,12.776078831124702
2700.0,154.66666666666666,12.878015630309207
2800.0,160.66666666666666,12.7420998980632
2900.0,166.33333333333334,12.878015630309207
3000.0,172.0,12.844036697247708
3100.0,176.33333333333334,12.810057764186205
3200.0,181.0,12.878015630309207
3300.0,185.66666666666666,12.776078831124702
3400.0,190.0,12.776078831124702
3500.0,194.0,12.810057764186203
3600.0,198.0,12.776078831124702
3700.0,201.66666666666666,12.674142031940198
3800.0,204.66666666666666,12.844036697247704
3900.0,207.66666666666666,12.810057764186205
4000.0,210.66666666666666,12.810057764186205
4100.0,213.66666666666666,12.844036697247708
4200.0,216.66666666666666,12.776078831124702
4300.0,219.33333333333334,12.844036697247708
4400.0,221.66666666666666,12.844036697247708
4500.0,224.33333333333334,12.776078831124702
4600.0,226.66666666666666,12.844036697247708
4700.0,229.0,12.844036697247708
4800.0,231.0,12.810057764186203
4900.0,233.33333333333334,12.7420998980632
5000.0,235.66666666666666,12.776078831124702
5100.0,237.66666666666666,12.810057764186205
5200.0,239.0,12.708120965001699
5300.0,241.0,12.640163098878695
5400.0,243.0,12.606184165817195
5500.0,245.0,12.640163098878695
5600.0,246.0,12.674142031940198
5700.0,248.0,12.810057764186205
5800.0,249.0,12.606184165817192
5900.0,251.0,12.674142031940198
6000.0,252.0,12.844036697247708
