Pressure (mbar),Distance (mm),Load(kg)
6000.0,239.66666666666666,24.023105674481823
5900.0,240.0,24.023105674481815
5800.0,240.0,23.955147808358817
5700.0,239.66666666666666,23.581379544682296
5600.0,238.33333333333334,23.683316343866807
5500.0,237.0,23.6153584777438
5400.0,235.33333333333334,23.649337410805302
5300.0,234.0,23.683316343866807
5200.0,232.33333333333334,23.581379544682296
5100.0,230.66666666666666,23.581379544682303
5000.0,228.66666666666666,23.581379544682303
4900.0,227.0,23.6153584777438
4800.0,225.0,23.649337410805302
4700.0,223.0,23.581379544682296
4600.0,220.66666666666666,23.581379544682303
4500.0,218.66666666666666,23.581379544682303
4400.0,216.33333333333334,23.6153584777438
4300.0,214.0,23.581379544682296
4200.0,211.33333333333334,23.6153584777438
4100.0,208.66666666666666,23.581379544682303
4000.0,206.33333333333334,23.547400611620798
3900.0,203.0,23.581379544682303
3800.0,200.0,23.683316343866807
3700.0,196.66666666666666,23.581379544682303
3600.0,193.33333333333334,23.6153584777438
3500.0,190.33333333333334,23.581379544682303
3400.0,186.66666666666666,23.649337410805302
3300.0,182.66666666666666,23.819232076112808
3200.0,178.33333333333334,23.649337410805302
3100.0,174.33333333333334,23.717295276928308
3000.0,169.66666666666666,23.751274209989806
2900.0,165.33333333333334,23.581379544682296
2800.0,160.33333333333334,23.649337410805302
2700.0,154.66666666666666,23.581379544682296
2600.0,149.66666666666666,23.581379544682303
2500.0,143.66666666666666,23.6153584777438
2400.0,137.66666666666666,23.581379544682296
2300.0,131.33333333333334,23.649337410805302
2200.0,125.0,23.479442745497796
2100.0,117.66666666666667,23.649337410805302
2000.0,110.33333333333333,23.547400611620798
1900.0,103.0,23.547400611620798
1800.0,96.0,23.6153584777438
1700.0,88.66666666666667,23.547400611620798
1600.0,80.66666666666667,23.649337410805305
1500.0,73.33333333333333,23.513421678559293
1400.0,66.0,23.683316343866807
1300.0,59.0,23.513421678559297
1200.0,52.666666666666664,23.683316343866807
1100.0,46.666666666666664,23.6153584777438
1000.0,41.0,23.581379544682296
900.0,36.333333333333336,23.513421678559297
800.0,31.333333333333332,23.717295276928308
700.0,27.333333333333332,23.649337410805302
600.0,23.666666666666668,23.513421678559297
500.0,19.666666666666668,23.6153584777438
400.0,16.666666666666668,23.6153584777438
300.0,13.666666666666666,23.649337410805302
200.0,11.333333333333334,23.547400611620798
100.0,8.666666666666666,23.513421678559297
0.0, 0.0, 23.513421678559297
