Pressure (mbar),Distance Cycle 1 (mm),Distance Cycle 2 (mm),Distance Cycle 3 (mm),Distance Cycle 4 (mm),Distance Cycle 5 (mm),Load Cycle 1 (kg),Load Cycle 2 (kg),Load Cycle 3 (kg),Load Cycle 4 (kg),Load Cycle 5 (kg)
100.0,-0.0,13.0,9.0,10.0,11.0,12.232415902140673,12.232415902140673,12.436289500509684,12.334352701325178,12.436289500509684
200.0,2.0,8.0,9.0,10.0,11.0,12.640163098878695,12.334352701325178,12.334352701325178,12.334352701325178,12.232415902140673
300.0,3.0,9.0,10.0,11.0,12.0,12.436289500509684,12.53822629969419,12.7420998980632,12.640163098878695,12.53822629969419
400.0,5.0,11.0,12.0,13.0,14.0,12.640163098878695,12.640163098878695,12.640163098878695,12.640163098878695,12.640163098878695
500.0,7.0,13.0,14.0,16.0,17.0,12.7420998980632,12.844036697247706,12.640163098878695,12.53822629969419,12.640163098878695
600.0,9.0,15.0,17.0,18.0,19.0,12.640163098878695,12.53822629969419,12.640163098878695,12.53822629969419,12.640163098878695
700.0,12.0,18.0,20.0,21.0,23.0,12.640163098878695,12.53822629969419,12.640163098878695,12.640163098878695,12.53822629969419
800.0,15.0,22.0,23.0,25.0,26.0,12.640163098878695,12.640163098878695,12.53822629969419,12.53822629969419,12.640163098878695
900.0,18.0,22.0,27.0,29.0,30.0,12.7420998980632,12.53822629969419,12.640163098878695,12.7420998980632,12.7420998980632
1000.0,22.0,22.0,31.0,33.0,35.0,12.640163098878695,12.53822629969419,12.640163098878695,12.7420998980632,12.640163098878695
1100.0,26.0,33.0,36.0,39.0,40.0,12.640163098878695,12.844036697247706,12.640163098878695,12.640163098878695,12.640163098878695
1200.0,31.0,39.0,42.0,44.0,46.0,12.844036697247706,12.640163098878695,12.640163098878695,12.640163098878695,12.640163098878695
1300.0,37.0,45.0,48.0,51.0,53.0,12.53822629969419,12.640163098878695,12.640163098878695,12.53822629969419,12.7420998980632
1400.0,43.0,52.0,55.0,58.0,60.0,12.640163098878695,12.640163098878695,12.7420998980632,12.640163098878695,12.53822629969419
1500.0,50.0,59.0,63.0,65.0,68.0,12.640163098878695,12.640163098878695,12.640163098878695,12.53822629969419,12.640163098878695
1600.0,57.0,67.0,71.0,74.0,76.0,12.53822629969419,12.7420998980632,12.53822629969419,12.844036697247706,12.640163098878695
1700.0,65.0,76.0,79.0,83.0,85.0,12.640163098878695,12.844036697247706,12.640163098878695,12.640163098878695,12.53822629969419
1800.0,74.0,77.0,88.0,91.0,94.0,12.334352701325178,12.640163098878695,12.53822629969419,12.640163098878695,12.640163098878695
1900.0,83.0,77.0,98.0,100.0,103.0,12.53822629969419,12.640163098878695,12.53822629969419,12.7420998980632,12.640163098878695
2000.0,93.0,102.0,107.0,110.0,112.0,12.7420998980632,12.640163098878695,12.7420998980632,12.640163098878695,12.844036697247706
2100.0,101.0,111.0,115.0,118.0,120.0,12.7420998980632,12.53822629969419,12.53822629969419,12.640163098878695,12.7420998980632
2200.0,110.0,119.0,123.0,126.0,128.0,12.640163098878695,12.7420998980632,12.640163098878695,12.640163098878695,12.640163098878695
2300.0,119.0,128.0,131.0,134.0,136.0,12.640163098878695,12.640163098878695,12.844036697247706,12.7420998980632,12.53822629969419
2400.0,128.0,136.0,139.0,142.0,144.0,12.640163098878695,12.7420998980632,12.7420998980632,12.640163098878695,12.640163098878695
2500.0,135.0,143.0,146.0,149.0,150.0,12.640163098878695,12.640163098878695,12.7420998980632,12.7420998980632,12.844036697247706
2600.0,143.0,150.0,153.0,155.0,157.0,12.640163098878695,12.640163098878695,12.640163098878695,12.7420998980632,12.640163098878695
2700.0,149.0,151.0,159.0,162.0,163.0,12.640163098878695,12.7420998980632,12.640163098878695,12.640163098878695,12.844036697247706
2800.0,156.0,151.0,165.0,168.0,169.0,12.7420998980632,12.53822629969419,12.640163098878695,12.7420998980632,12.7420998980632
2900.0,162.0,167.0,171.0,173.0,175.0,12.53822629969419,12.640163098878695,12.844036697247706,12.7420998980632,12.640163098878695
3000.0,168.0,173.0,176.0,178.0,180.0,12.7420998980632,12.7420998980632,12.7420998980632,12.7420998980632,12.53822629969419
3100.0,173.0,179.0,181.0,183.0,185.0,12.640163098878695,12.640163098878695,12.7420998980632,12.7420998980632,12.640163098878695
3200.0,178.0,183.0,186.0,188.0,189.0,12.7420998980632,12.640163098878695,12.844036697247706,12.640163098878695,12.640163098878695
3300.0,183.0,188.0,190.0,192.0,194.0,12.640163098878695,12.7420998980632,12.640163098878695,12.640163098878695,12.640163098878695
3400.0,187.0,192.0,195.0,196.0,198.0,12.844036697247706,12.7420998980632,12.640163098878695,12.53822629969419,12.640163098878695
3500.0,192.0,196.0,199.0,200.0,202.0,12.7420998980632,12.640163098878695,12.640163098878695,12.640163098878695,12.640163098878695
3600.0,196.0,200.0,203.0,204.0,205.0,12.7420998980632,12.7420998980632,12.640163098878695,12.436289500509684,12.53822629969419
3700.0,199.0,200.0,206.0,208.0,209.0,12.7420998980632,12.640163098878695,12.436289500509684,12.640163098878695,12.640163098878695
3800.0,203.0,201.0,209.0,211.0,212.0,12.844036697247706,12.53822629969419,12.640163098878695,12.7420998980632,12.436289500509684
3900.0,206.0,211.0,213.0,214.0,215.0,12.7420998980632,12.436289500509684,12.844036697247706,12.53822629969419,12.640163098878695
4000.0,210.0,214.0,216.0,217.0,218.0,12.7420998980632,12.53822629969419,12.844036697247706,12.640163098878695,12.7420998980632
4100.0,213.0,217.0,218.0,220.0,221.0,12.640163098878695,12.640163098878695,12.7420998980632,12.7420998980632,12.7420998980632
4200.0,216.0,220.0,221.0,223.0,224.0,12.7420998980632,12.7420998980632,12.640163098878695,12.640163098878695,12.844036697247706
4300.0,219.0,222.0,224.0,225.0,226.0,12.7420998980632,12.7420998980632,12.640163098878695,12.844036697247706,12.640163098878695
4400.0,219.0,225.0,227.0,228.0,229.0,12.7420998980632,12.7420998980632,12.7420998980632,12.844036697247706,12.640163098878695
4500.0,220.0,227.0,229.0,230.0,231.0,12.7420998980632,12.640163098878695,12.945973496432211,12.844036697247706,12.7420998980632
4600.0,220.0,228.0,231.0,233.0,234.0,12.844036697247706,12.7420998980632,12.7420998980632,12.844036697247706,12.7420998980632
4700.0,220.0,228.0,234.0,235.0,236.0,12.844036697247706,12.844036697247706,12.7420998980632,12.53822629969419,12.7420998980632
4800.0,220.0,234.0,236.0,237.0,238.0,12.844036697247706,12.436289500509684,12.640163098878695,12.7420998980632,12.7420998980632
4900.0,233.0,237.0,238.0,239.0,240.0,12.7420998980632,12.436289500509684,12.7420998980632,12.7420998980632,12.7420998980632
5000.0,236.0,239.0,240.0,241.0,242.0,12.436289500509684,12.436289500509684,12.640163098878695,12.640163098878695,12.7420998980632
5100.0,238.0,241.0,242.0,243.0,244.0,12.53822629969419,12.232415902140673,12.640163098878695,12.640163098878695,12.7420998980632
5200.0,240.0,243.0,244.0,245.0,246.0,12.53822629969419,12.436289500509684,12.640163098878695,12.640163098878695,12.640163098878695
5300.0,242.0,245.0,246.0,247.0,248.0,12.334352701325178,12.334352701325178,12.640163098878695,12.436289500509684,12.53822629969419
5400.0,244.0,247.0,248.0,249.0,250.0,12.640163098878695,12.436289500509684,12.53822629969419,12.53822629969419,12.53822629969419
5500.0,246.0,247.0,250.0,251.0,251.0,12.640163098878695,12.7420998980632,12.436289500509684,12.334352701325178,12.53822629969419
5600.0,246.0,247.0,251.0,252.0,253.0,12.844036697247706,12.7420998980632,12.436289500509684,12.53822629969419,12.640163098878695
5700.0,249.0,251.0,253.0,254.0,254.0,12.53822629969419,12.436289500509684,12.7420998980632,12.7420998980632,12.640163098878695
5800.0,251.0,253.0,254.0,255.0,256.0,12.53822629969419,12.53822629969419,12.640163098878695,12.436289500509684,12.53822629969419
5900.0,252.0,255.0,256.0,257.0,258.0,12.7420998980632,12.640163098878695,12.53822629969419,12.7420998980632,12.7420998980632
6000.0,253.0,255.0,256.0,257.0,258.0,12.844036697247706,12.7420998980632,12.844036697247706,12.7420998980632,12.640163098878695
