Pressure (mbar),Distance Cycle 1 (mm),Distance Cycle 2 (mm),Distance Cycle 3 (mm),Distance Cycle 4 (mm),Distance Cycle 5 (mm),Load Cycle 1 (kg),Load Cycle 2 (kg),Load Cycle 3 (kg),Load Cycle 4 (kg),Load Cycle 5 (kg)
3900.0,178.0,179.0,179.0,179.0,179.0,33.33333333333333,33.12945973496432,33.12945973496432,33.027522935779814,33.23139653414883
3800.0,175.0,175.0,175.0,175.0,175.0,33.23139653414883,33.23139653414883,33.027522935779814,33.12945973496432,33.027522935779814
3700.0,171.0,171.0,171.0,171.0,172.0,33.23139653414883,33.23139653414883,33.23139653414883,33.12945973496432,33.23139653414883
3600.0,167.0,167.0,167.0,168.0,168.0,33.23139653414883,33.23139653414883,33.027522935779814,33.027522935779814,33.23139653414883
3500.0,163.0,164.0,164.0,164.0,164.0,33.33333333333333,33.027522935779814,32.92558613659531,33.12945973496432,33.23139653414883
3400.0,159.0,159.0,159.0,159.0,159.0,33.12945973496432,33.12945973496432,33.12945973496432,33.23139653414883,33.23139653414883
3300.0,154.0,155.0,155.0,155.0,155.0,33.027522935779814,33.027522935779814,33.027522935779814,33.23139653414883,33.12945973496432
3200.0,150.0,150.0,150.0,150.0,151.0,33.23139653414883,33.23139653414883,33.23139653414883,33.12945973496432,33.027522935779814
3100.0,145.0,145.0,145.0,146.0,146.0,33.12945973496432,33.23139653414883,33.12945973496432,33.027522935779814,33.12945973496432
3000.0,140.0,140.0,140.0,141.0,141.0,33.33333333333333,33.23139653414883,33.027522935779814,33.12945973496432,33.027522935779814
2900.0,135.0,135.0,135.0,135.0,136.0,33.12945973496432,33.23139653414883,33.12945973496432,33.12945973496432,33.027522935779814
2800.0,129.0,129.0,130.0,130.0,130.0,33.23139653414883,33.12945973496432,33.23139653414883,33.23139653414883,33.33333333333333
2700.0,123.0,124.0,124.0,124.0,124.0,33.12945973496432,33.12945973496432,33.027522935779814,33.12945973496432,33.23139653414883
2600.0,117.0,118.0,118.0,118.0,119.0,33.23139653414883,33.027522935779814,33.12945973496432,33.12945973496432,33.12945973496432
2500.0,111.0,112.0,112.0,112.0,112.0,33.027522935779814,33.027522935779814,33.12945973496432,33.12945973496432,33.23139653414883
2400.0,105.0,106.0,106.0,106.0,106.0,33.12945973496432,33.12945973496432,33.12945973496432,33.12945973496432,33.23139653414883
2300.0,99.0,99.0,100.0,100.0,100.0,33.23139653414883,33.12945973496432,33.23139653414883,33.23139653414883,33.027522935779814
2200.0,92.0,93.0,93.0,93.0,94.0,33.23139653414883,33.12945973496432,33.12945973496432,33.23139653414883,33.23139653414883
2100.0,86.0,86.0,87.0,87.0,87.0,33.23139653414883,33.23139653414883,33.33333333333333,33.12945973496432,33.12945973496432
2000.0,79.0,80.0,80.0,80.0,81.0,33.12945973496432,33.12945973496432,33.12945973496432,33.12945973496432,33.12945973496432
1900.0,73.0,73.0,74.0,74.0,74.0,33.23139653414883,33.23139653414883,33.12945973496432,33.027522935779814,33.23139653414883
1800.0,67.0,67.0,68.0,68.0,68.0,33.33333333333333,33.027522935779814,33.23139653414883,33.23139653414883,33.12945973496432
1700.0,61.0,61.0,62.0,62.0,62.0,33.12945973496432,33.12945973496432,33.12945973496432,33.23139653414883,33.12945973496432
1600.0,55.0,56.0,56.0,56.0,57.0,33.12945973496432,33.027522935779814,33.23139653414883,33.12945973496432,33.23139653414883
1500.0,50.0,50.0,51.0,51.0,51.0,33.23139653414883,33.12945973496432,33.12945973496432,33.12945973496432,33.23139653414883
1400.0,45.0,45.0,45.0,46.0,46.0,33.23139653414883,33.23139653414883,33.12945973496432,33.23139653414883,33.23139653414883
1300.0,40.0,40.0,40.0,41.0,41.0,33.23139653414883,33.33333333333333,33.12945973496432,33.12945973496432,33.12945973496432
1200.0,35.0,36.0,36.0,36.0,37.0,33.23139653414883,33.12945973496432,33.23139653414883,33.23139653414883,33.12945973496432
1100.0,31.0,32.0,32.0,32.0,32.0,33.23139653414883,33.12945973496432,33.23139653414883,33.12945973496432,33.33333333333333
1000.0,28.0,28.0,28.0,28.0,29.0,33.027522935779814,33.23139653414883,33.12945973496432,33.12945973496432,33.12945973496432
900.0,24.0,25.0,25.0,25.0,25.0,33.23139653414883,33.12945973496432,33.027522935779814,33.23139653414883,33.23139653414883
800.0,21.0,21.0,22.0,22.0,22.0,33.12945973496432,33.23139653414883,33.12945973496432,33.23139653414883,33.33333333333333
700.0,18.0,19.0,19.0,19.0,19.0,33.12945973496432,33.027522935779814,33.12945973496432,33.23139653414883,33.12945973496432
600.0,16.0,16.0,16.0,16.0,16.0,33.12945973496432,33.027522935779814,33.23139653414883,33.23139653414883,33.33333333333333
500.0,13.0,13.0,13.0,14.0,14.0,33.23139653414883,33.12945973496432,33.23139653414883,33.12945973496432,33.33333333333333
400.0,11.0,11.0,11.0,11.0,11.0,33.23139653414883,33.23139653414883,33.23139653414883,33.12945973496432,33.027522935779814
300.0,9.0,9.0,9.0,9.0,9.0,33.12945973496432,33.23139653414883,33.23139653414883,33.23139653414883,33.12945973496432
200.0,7.0,7.0,7.0,7.0,7.0,33.33333333333333,33.23139653414883,33.23139653414883,33.33333333333333,33.12945973496432
100.0,5.0,5.0,5.0,5.0,5.0,33.33333333333333,33.23139653414883,33.027522935779814,33.027522935779814,33.12945973496432
